(anecdotes/miscellaneous),"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?"
(food),And the food is fantastic.
(food#service),"Yes, they're a bit more expensive then typical, but then again, so is their food."
(food#service),"The service is always great, and the owner walks around to make sure you enjoy."
(food#service),"Tables are close, so you better be comfortable bumping elbows with other patrons."
(anecdotes/miscellaneous),Our waiter was horrible; so rude and disinterested.
(food),The menu is interesting and quite reasonably priced.
(anecdotes/miscellaneous),because the waiters need SEVERE ATTITUE ADJUSTMENTS.
(food#anecdotes/miscellaneous#service),"The service, however, is a peg or two below the quality of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game."
(food#anecdotes/miscellaneous),The downstairs bar scene is very cool and chill...
(food),"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!"
(anecdotes/miscellaneous#service),"The room is a gorgeous, bi-level space and the long bar perfect for a drink."
(anecdotes/miscellaneous),Host and Hostess was quite rude.
(food#anecdotes/miscellaneous#service),"A small, outdoor eating area makes for a private, comfortable space to study alone or meet up with friends."
(food#service),"The ambiance was fine, a little loud but still nice and romantic."
(food),How can they survive serving mediocre food at exorbitant prices?!
(food),(The sashimi is cut a little thinly.
(price),Prices even outside of restaurant week were great.
(anecdotes/miscellaneous),"Disappointingly, their wonderful Saketini has been taken off the bar menu."
(food),"Not only is this the best Thai restaurant I have been to, but it also ranks as one of my favorite places to dine."
(food#anecdotes/miscellaneous),The food was delicious and clearly fresh ingredients were used.
(anecdotes/miscellaneous),Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?
(anecdotes/miscellaneous),"Only suggestion is that you skip the dessert, it was overpriced and fell short on taste."
(anecdotes/miscellaneous),There's candlelight and music.
(food#anecdotes/miscellaneous),I know real Indian food and this wasn't it.
(food#service),It's best to go on a cold night with a close friend or a good book.
(service),the service is prompt friendly.
(food),"I can say that the wraps, burgers and salads were all fresh, tasty and the mango margareta at $9 was WELL WORTH the money."
(anecdotes/miscellaneous),The food is consistant and good but how it got name Best Diner In Manhattan is beyond me.
(food#anecdotes/miscellaneous),The food was very good and I was pleasantly surprised to see so many vegan options.
(anecdotes/miscellaneous),If you are a Tequila fan you will not be disappointed.
(food),"the restaurant was completely empty, but she gave me a dirty look and asked, no reservations?"
(food#anecdotes/miscellaneous#service),"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat."
(food),"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation."
(food#anecdotes/miscellaneous#service),"The waitstaff is solicitous and friendly and always seems glad to see us, and the food is wonderful, if not stunningly creative."
(food#anecdotes/miscellaneous),Very nice touch that very much fits the place.
(anecdotes/miscellaneous),How can hope to stay in business with service like this?
(anecdotes/miscellaneous),One of my Fav spots in the city.
(anecdotes/miscellaneous),THE SERVICE IS PERFECT TOO  NOTHING WRONG IN THIS ITALIAN/FRENCH RESTAURANT
(service),I ordered from here last week.
(food#anecdotes/miscellaneous#service),I've been a regular customer at Juice Generation for the last 3 months - my office moved to the Film Center on Ninth Avenue and they are on the next block.
(anecdotes/miscellaneous),"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix."
(food#anecdotes/miscellaneous#service),Montparnasse's desserts--especially the silken creme brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip.
(anecdotes/miscellaneous#service),Good for a quick sushi lunch.
(food#anecdotes/miscellaneous),"And all the [female] servers are cute too, which is always nice."
(food),The owner and staff go to great lengths to make you feel comfortable.
