toast,,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it."
little dishes,,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here)."
green curry,,Try the green curry!!!
Deep Fried Skewers,,Deep Fried Skewers are good and still rare to find in NYC.
drunken chicken,,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
menu,,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not."
capex,,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city."
lad nar,,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places."
cheeseburger,,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
fountain drinks,,"No refills on fountain drinks, though."
texture,,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance."
sugar,,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene."
french cuisine,,"Fresh, authentic, french cuisine in substantial portions."
eat family style,,My suggestion is to eat family style because you'll want to try the other dishes.
jazz brunch,,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
menu description,,The food is nothing like its menu description.
waiter traffic,,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.
wine by the glass,,even the wine by the glass was good.
rice,,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice."
takeout,,"Service is great, takeout is good too."
Sichuan food,,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy."
plate,,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it."
busboy,,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine."
tamarind duck,,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways."
pastrami,,"However, they've got the most amazing pastrami and the soups hit the spot."
AT MOSHPHERE,,"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY."
sommelier,,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
rose special roll,,Try the lobster teriyaki and the rose special roll.
plain slice,,"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places."
fish fillet in spicy source,,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu)."
lobster teriyaki,,Try the lobster teriyaki and the rose special roll.
appetizer,,It took them 25 minutes to bring our appetizer.
eggs,,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
edamames,,"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi."
bagles,,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good."
Shanghai low mein,,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions."
green salad,,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.
chicken with garlic sauce,,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken."
banana tempura,,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura."
candles,,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.
Lemon grass chicken,,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go."
Beef noodle soup,,Beef noodle soup is good as well.
stomach,,"Check it out, it won't hurt your stomach or your wallet."
value ofr money,,This is a wonderful place on all stand points especially value ofr money.
hall,,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
cod with pineapple tempura,,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.
bar,,After really enjoying ourselves at the bar we sat down at a table and had dinner.
crab dumplings,,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura."
plate of dumplings,,"Get your food to go, find a bench, and kick back with a plate of dumplings."
oyster,,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!"
grilled branzino,,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat."
crabmeat,,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner."
primi,,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions."
dim sum servings,,The dim sum servings here are a bit larger than I'm used to.
sandwich,,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
tuna tartar appetizer,,Their tuna tartar appetizer is to die for.
whitefish,,Their whitefish salad is excellent--all whitefish with a little mayo.
stuff,,"otherwise, good stuff for late nite eats."
coconut rice,,But the coconut rice was good.
architecture,,"Given the incredible architecture surrounding it, this place has no character."
dough,,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY."
pesto pizza,,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine."
steak,,"The menu was impressive with selections ranging from a burger, to steak, to escargot."
spice rub,,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance."
palak paneer,,"The palak paneer was standard, and I was not a fan of the malai kofta."
view,,I must say the view of NYC is so beautiful!
New York Bagel,,Our first time in New York and we had to try a New York Bagel.
table by the window,,I would highly recommand requesting a table by the window.
Decor,,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well."
BBQ ribs,,This place has the best Chinese style BBQ ribs in the city.
glass of beer,,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!"
white bean brushetta,,The white bean brushetta to start was incredible and the pasta was phenomenal.
back garden,,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?
raddichio,,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
walnuts,,Although we were looking for regular lettuce and some walnuts the salads we got were great.
french fries,,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had."
corned beef sandwich,,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it."
chinese food,,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away."
Pad See Ew,,"I recommend their Pad See Ew, Pork Chops or Tofu plates."
mussels in spicy tomato sauce,,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries."
Purple Haze,,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!"
Spicy Fried Clam Rolls,,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.
noodles,,I had the Pad Thai and the noodles were sticky.
comfort,,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables."
packed,,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
Pad Thai,,I had the Pad Thai and the noodles were sticky.
zen feel,,Here you get the zen feel without feeling rigid.
glass of water,,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.
Maine Lobster,,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
Waitstaff,,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.
pork chop,,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered."
pictures,,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.
Chicken pad tai,,"The best Chicken pad tai, I've ever had."
meatballs,,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!
mango chicken,,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.
Spider Roll,,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them."
tiramisu chocolate cake,,"We concluded with tiramisu chocolate cake, both were delicious."
FOOD,,Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.
outside,,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.
curry sauce,,My fish was delicious in an incredible curry sauce.
chu chu curry,,I ordered the chu chu curry and my friend ordered the pad thai chicken.
customer service,,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.
Prices,,Prices are very good.
food runners,,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100."
Thai,,If you want good authentic Thai this place is not the place to go.
champagne,,We had champagne and caviar and felt like princesses!
Margheritta,,Awsome Pizza especially the Margheritta slice.
broth with noodles,,At the end you're left with a mild broth with noodles that you can slurp out of a cup.
mezzanine,,A bit breezy up there on the mezzanine from the wind coming from the tracks.
sushi place,,"Not the greatest sushi place, but excellent for a $19.95 all you can eat."
spinach mushroom calzone,,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.
hot bagel,,Great place to grab a hot bagel on the way to work.
salmon caserole,,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.
bottle of wine,,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine."
Sichuan chef,,It is run by the same Sichuan chef who started the chain in Chinatown.
beverages,,"The beverages were excellent, and the dessert was good."
dinosaur rolls,,then we ordered a dinosaur rolls and white tuna sashimi.
lamb chops,,"The bread and lamb chops I had before the meal were quite good, however."
diners,,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners."
french fare,,"If you love wine and cheese and delicious french fare, you'll love Artisanal!"
canned vegetables,,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.
main course,,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course..."
kitchen,,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not."
MSG cooking,,We thought that this place is using too much of MSG cooking in the foods.
lasagnette appetizer,,Try the lasagnette appetizer.
Spicy Scallop roll,,Make sure you have the Spicy Scallop roll.. .
chocolate bread pudding,,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.
dinner menu to sit,,Although be warned their dinner menu to sit and take out prices are different.
white sauce,,"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place."
Fish,,Fish was overdone.
Ambiance,,Ambiance- relaxed and stylish.
Paneer Roll,,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven."
pad penang,,Their pad penang is delicious and everything else is fantastic.
bagel with lox spread,,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good."
herb mix,,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance."
cod,,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner."
eggplant,,Try their plain pizza with fresh garlic or eggplant.
Dessert,,"Dessert - can't be missed, so save room!!!"
pita,,"we did notice however, that some tables had what looked like pita instead of naan."
Rolls,,"Their sushi, Kamikaze and other Rolls are fresh and well presented."
Drinks,,"Drinks got screwed up, she acted put upon."
back waiters,,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance."
whitefish salad,,Their whitefish salad is excellent--all whitefish with a little mayo.
portion sizes,,The food is tasty and portion sizes are appropriate.
dosas,,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these."
Frites,,Frites were delicious if a bit on the thick side.
pad thai chicken,,I ordered the chu chu curry and my friend ordered the pad thai chicken.
red curry,,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy."
Pakistani food,,Authentic Pakistani food.
open faced cheese sandwich,,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!
italian food,,Ballato's is consistently delicious authentic italian food.
atmorphere,,I love the atmorphere @ peep!
cart attendant,,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
chicken on rice with ginger,,"If you want some roast duck, pork or chicken on rice with ginger, try them out!"
Sea Urchin,,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc."
nigiri,,I have never before eaten 40 pieces of relatively good nigiri.
scallop roll,,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken."
Sichuan Spicy Soft Shell Crab,,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy."
Thai ice tea,,The Thai ice tea was amazingly smooth and yummy!
bathroom,,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom."
reservation sigh,,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
beef,,I always get the Shabu-Shabu dinner and the beef is always fresh.
chicken with portobello mushrooms,,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce."
blond wood decor,,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
duck confit,,The duck confit is always amazing and the foie gras terrine with figs was out of this world.
Salmon,,"For some reason, all the seafood on the menu was unavailable except for the Salmon."
Taxan,,Taxan delicious!
proprietor,,The pizza is delicious and the proprietor is one of the nicest in NYC.
Blue Point oysters,,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!
Filet Mignon,,"Please try the Filet Mignon, its just the most tender piece ever."
trays of Dim Sum,,They don't walk around with the trays of Dim Sum.
fruit of the oil,,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness."
basil,,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY."
sushi rolls,,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!
appitizers,,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more."
Saul,,"Saul is pretty good, but definitely not great."
ravioli,,I had the best ravioli ever.
containers,,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
CUISINE,,IT IS WHAT MODERN CUISINE IS ALL ABOUT.
chai,,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing."
Thia food,,"If you live in Upper Manhattan, Siam Square is THE place for Thia food."
cream cheese,,Good bagels and good cream cheese.
lambchops,,The best thing I tasted were the lambchops.
fresh mozzerella slices,,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.
live jazz,,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
priced,,Much more reasonably priced too!
backyard dining area,,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
live jazz band,,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
business dinner,,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2."
waterbugs,,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).
prices,,"Great food at REASONABLE prices, makes for an evening that can't be beat!"
brunch,,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
teapot,,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience."
noodle soup dishes,,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
bruschetta,,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's....."
prix fixe lunch,,Dahkin also offers prix fixe lunch and buffet.
Go Go Hamburgers,,"Do not get the Go Go Hamburgers, no matter what the reviews say."
sweet basil fried tofu,,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.
salad with a delicious dressing,,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
hostess,,"I have tried to make reservations, but both times, the hostess didn't have my name."
crowds,,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.
bill,,The waiters were not attentive except that the bill turned up on the table before we were finished.
tastes,,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance."
value,,Highly recommend this as great value for excellent sushi and service.
glass noodles,,"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles."
Pork Chops,,"I recommend their Pad See Ew, Pork Chops or Tofu plates."
mimosas,,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.
rice congee soup,,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.
sea urchin,,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose."
tea room,,we decided to eat in tea room which was small and cute.
Traditional French decour,,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
hot sauce,,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
wait staff,,"The wait staff is friendly, and the food has gotten better and better!"
stuffing,,"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful."
aesthetics,,The aesthetics of this place are like an airport lounge.
bathrooms,,The place's decor and hidden bathrooms made for a good laugh.
peanut sauce,,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.
Sake,,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).
main dishes,,"We didn't even see a menu, as our waiter described both the specials and the main dishes."
sushi,,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action."
pita bread,,"The wine is always good, the tapas are always yummy, especially with the warm pita bread."
coffee,,The cream cheeses are out of this world and I love that coffee!!
garlic mashed potatoes,,The garlic mashed potatoes are hands down the best in the city!
Halibut,,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor."
sake martini,,Not too crazy about their sake martini.
good,,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
atomosphere,,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in."
ambient,,Very affordable and excellent ambient!
Staffs,,"Staffs are not that friendly, but the taste covers all."
menu choices,,The menu choices are similar but the taste lacked more flavor than it looked.
yellowfun tuna,,I particularly love their yellowfun tuna and their mussel selection.
Fatty Yellow Tail,,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc."
cuisine,,He has visited Thailand and is quite expert on the cuisine.
pastas,,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point."
vegetable samosa,,we split a tasty vegetable samosa and the malai tikka wrap.
pork loin,,"Tasty steak, pork loin, the works."
mushroom pizza,,My friend got the mushroom pizza which tasted better.
toaster,,"But they don't have a toaster, which is strange."
waitresses,,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get."
amount,,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount."
dress codes,,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown."
spicy wontons,,Try the spicy wontons and the salt pepper shrimps.
striped bass,,The food is awesome - definitely try the striped bass.
corridor,,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees."
noodles with ground beef,,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways."
chicken in curry sauc,,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.
plates,,The food looked very appetizing and delicious since it came on a variety of fancy plates.
PRICES,,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.
plain pizza,,Try their plain pizza with fresh garlic or eggplant.
tomatoes,,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
chicken tikka marsala,,Prices are higher to dine in and their chicken tikka marsala is quite good.
oil,,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues."
pho,,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables."
pork buns,,"Even upon delivery, their juicy pork buns are quite good . ."
beef cubes,,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.
fresh tomato sauce,,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY."
makhani,,The makhani was OK --the korma was bland.
drink,,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.
food portions,,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree."
dinner meeting,,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.
rock shrimp tempura,,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!"
garlic,,Try their plain pizza with fresh garlic or eggplant.
characters,,We had a great tiem watching the shows and characters and ar food was just what we were looking for.
Roast Chicken,,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!"
tuna,,The tuna and wasabe potatoes are excellent.
food suggestions,,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
mushroom ravioli,,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49."
lobby,,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.
appetizer platter,,We were fast to order the appetizer platter since we were very hungry.
butter,,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.
Change Mojito,,"I also ordered the Change Mojito, which was out of this world."
spicy tuna roll,,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!"
entrees,,The menu is very limited - i think we counted 4 or 5 entrees.
summer rolls,,"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris."
crackling calamari salad,,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed."
Japanese classic cuisine,,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.
onion soup,,"The food was really good, I had the onion soup and it was one of the best ever."
chocolate sampler,,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49."
antipasti,,The shrimp scampi was excellent and the antipasti were plentiful.
wait building,,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!"
burgers,,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them."
Manager,,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.
round tables,,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese."
hot dogs,,"Try the hot dogs too, they're snappy and delicious."
chicken vindaloo,,If you like spicy food get the chicken vindaloo.
office lunch,,Went there for an office lunch.
Japanese Tapas,,Consistently good Japanese Tapas.
General Tao chicken,,"If your favorite Chinese food is General Tao chicken, then this is NOT your place."
pad see ew,,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.
Plain Cheese slice,,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.
wines by the glass,,Not enough wines by the glass either.
Service,,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.
money,,I just wonder how you can have such a delicious meal for such little money.
dosa,,"A cheap eat for NYC, but not for dosa."
sardines with biscuits,,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had)."
somosas,,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing."
Sushi fix,,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
exotic salad,,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.
filet mignon dish,,The filet mignon dish was superb!
seats,,The seats are uncomfortable if you are sitting against the wall on wooden benches.
dance floor,,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY."
flavor,,"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor."
Salads,,Salads are a delicious way to begin the meal.
mixed drinks,,They've the best desserts and mixed drinks as well as snack foods.
tables,,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong."
specials menus,,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese."
food art,,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
pumkin tortelini,,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini."
insde table,,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice."
containers for condiments,,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
pasta dishes,,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu."
waiting area,,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.
workers,,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order."
secondi,,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions."
dhal,,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing."
knish,,I would have gotten some cole slaw and a knish if my stomach had more space.
tomato sauce,,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce."
location,,The location and ambience is Ok but the food is what makes up for it.
delivery time,,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it."
actors,,I loved everythig about it-especially the shows and actors.
counter service,,The waitresses are nice--also you can just get counter service sit.
thai popcorn,,i recommend the thai popcorn :)
hot tea,,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.
customers,,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.
dim sum orders,,Several of the dim sum orders had about 6-8 pieces.
bottle minimun,,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.
mayo,,Their whitefish salad is excellent--all whitefish with a little mayo.
Pastrami sandwich,,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience."
miso soup,,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.
Dinner,,Dinner took almost 4 hours without any lag time.
roti rolls,,This is an amazing place to try some roti rolls.
outdoor seating,,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me."
chocolate cake,,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced."
Spreads,,Spreads and toppings are great - though a bit pricey.
