spinach,1,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",,
soups,1,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",,
seafood,1,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",,
main entree,1,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",,
atmoshpere,4,The pizza is yummy and I like the atmoshpere.,,
martini,1,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",,
Chef,2,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",,
ginger lemonade with vodka,1,Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),,
fresh mozzarella,1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",,
scallion pancakes,1,The scallion pancakes and fried dumplings were nothing out of the ordinary.,,
caprese salad appetizer,,I've had pizza both times and the caprese salad appetizer.,,
Italian food,1,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",,
eggplant parmesan,1,"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",,
entertaining,5,Its a go-to for dates as well as entertaining out of town guests.,,
salt,1,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,,
cole slaw,1,I would have gotten some cole slaw and a knish if my stomach had more space.,,
quantity,5,"The quantity is also very good, you will come out satisfied.",,
massamman curry,1,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",,
Jazz bands,5,Love the Jazz bands on Fri and Sat.,,
atmosphere,4,The design and atmosphere is just as good.,,
chicken dish,1,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",,
cheese sticks,1,I can't believe people complain about no cheese sticks?,,
The chicken pot pie,1,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",,
crust,5,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",,
Scallion Pancake,1,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",,
American Chinese food,1,They even have a section in the menu called American Chinese food!,,
Kosher dills,1,Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,,
bhelpuri,1,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",,
seaweed,1,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",,
crispy chicken,1,"The crispy chicken wasn't for us, though.",,
table service,2,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",,
crab cocktail,1,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,,
chicken,1,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",,
Priced,2,Priced at upper intermediate range.,,
calamari,1,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",,
whole grilled fish,1,But the main hit was the whole grilled fish.,,
cheeseburgers,1,My son and his girlfriend both wanted cheeseburgers and they were huge!,,
staff,2,But the staff was so horrible to us.,,
toast,1,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",,
little dishes,1,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",,
green curry,1,Try the green curry!!!,,
Deep Fried Skewers,1,Deep Fried Skewers are good and still rare to find in NYC.,,
drunken chicken,1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",,
menu,5,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",,
capex,3,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",,
lad nar,1,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",,
cheeseburger,1,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",,
fountain drinks,1,"No refills on fountain drinks, though.",,
texture,5,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",,
sugar,1,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",,
french cuisine,1,"Fresh, authentic, french cuisine in substantial portions.",,
eat family style,5,My suggestion is to eat family style because you'll want to try the other dishes.,,
jazz brunch,1,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",,
menu description,5,The food is nothing like its menu description.,,
waiter traffic,2,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,,
wine by the glass,1,even the wine by the glass was good.,,
rice,1,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,
takeout,5,"Service is great, takeout is good too.",,
Sichuan food,1,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",,
plate,5,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",,
busboy,2,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",,
tamarind duck,1,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",,
pastrami,1,"However, they've got the most amazing pastrami and the soups hit the spot.",,
AT MOSHPHERE,4,"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",,
sommelier,1,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,,
rose special roll,1,Try the lobster teriyaki and the rose special roll.,,
plain slice,1,"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",,
fish fillet in spicy source,1,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",,
lobster teriyaki,1,Try the lobster teriyaki and the rose special roll.,,
appetizer,1,It took them 25 minutes to bring our appetizer.,,
eggs,1,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",,
edamames,1,"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",,
bagles,1,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",,
Shanghai low mein,1,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",,
green salad,1,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,,
chicken with garlic sauce,1,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",,
banana tempura,1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",,
candles,4,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,,
Lemon grass chicken,1,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",,
Beef noodle soup,1,Beef noodle soup is good as well.,,
stomach,5,"Check it out, it won't hurt your stomach or your wallet.",,
value ofr money,3,This is a wonderful place on all stand points especially value ofr money.,,
hall,4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,
cod with pineapple tempura,1,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,,
bar,4,After really enjoying ourselves at the bar we sat down at a table and had dinner.,,
crab dumplings,1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",,
plate of dumplings,1,"Get your food to go, find a bench, and kick back with a plate of dumplings.",,
oyster,1,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",,
grilled branzino,1,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",,
crabmeat,1,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",,
primi,1,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",,
dim sum servings,1,The dim sum servings here are a bit larger than I'm used to.,,
sandwich,1,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",,
tuna tartar appetizer,1,Their tuna tartar appetizer is to die for.,,
whitefish,1,Their whitefish salad is excellent--all whitefish with a little mayo.,,
stuff,1,"otherwise, good stuff for late nite eats.",,
coconut rice,1,But the coconut rice was good.,,
architecture,4,"Given the incredible architecture surrounding it, this place has no character.",,
dough,1,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",,
pesto pizza,1,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",,
steak,1,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",,
spice rub,1,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",,
palak paneer,1,"The palak paneer was standard, and I was not a fan of the malai kofta.",,
view,4,I must say the view of NYC is so beautiful!,,
New York Bagel,1,Our first time in New York and we had to try a New York Bagel.,,
table by the window,4,I would highly recommand requesting a table by the window.,,
Decor,1,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",,
BBQ ribs,1,This place has the best Chinese style BBQ ribs in the city.,,
glass of beer,1,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",,
white bean brushetta,1,The white bean brushetta to start was incredible and the pasta was phenomenal.,,
back garden,4,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,,
raddichio,1,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,
walnuts,1,Although we were looking for regular lettuce and some walnuts the salads we got were great.,,
french fries,,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",,
corned beef sandwich,1,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",,
chinese food,1,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",,
Pad See Ew,1,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",,
mussels in spicy tomato sauce,1,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",,
Purple Haze,1,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",,
Spicy Fried Clam Rolls,1,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,,
noodles,1,I had the Pad Thai and the noodles were sticky.,,
comfort,5,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",,
packed,5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",,
Pad Thai,1,I had the Pad Thai and the noodles were sticky.,,
zen feel,5,Here you get the zen feel without feeling rigid.,,
glass of water,1,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,,
Maine Lobster,1,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,,
Waitstaff,2,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,,
pork chop,1,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",,
pictures,5,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,,
Chicken pad tai,1,"The best Chicken pad tai, I've ever had.",,
meatballs,1,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,,
mango chicken,1,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,,
Spider Roll,1,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",,
tiramisu chocolate cake,1,"We concluded with tiramisu chocolate cake, both were delicious.",,
FOOD,1,Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,,
outside,4,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,,
curry sauce,1,My fish was delicious in an incredible curry sauce.,,
chu chu curry,1,I ordered the chu chu curry and my friend ordered the pad thai chicken.,,
customer service,2,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,,
Prices,3,Prices are very good.,,
food runners,5,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",,
Thai,1,If you want good authentic Thai this place is not the place to go.,,
champagne,1,We had champagne and caviar and felt like princesses!,,
Margheritta,1,Awsome Pizza especially the Margheritta slice.,,
broth with noodles,1,At the end you're left with a mild broth with noodles that you can slurp out of a cup.,,
mezzanine,5,A bit breezy up there on the mezzanine from the wind coming from the tracks.,,
sushi place,5,"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",,
spinach mushroom calzone,1,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,,
hot bagel,1,Great place to grab a hot bagel on the way to work.,,
salmon caserole,1,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,,
bottle of wine,1,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",,
Sichuan chef,5,It is run by the same Sichuan chef who started the chain in Chinatown.,,
beverages,1,"The beverages were excellent, and the dessert was good.",,
dinosaur rolls,1,then we ordered a dinosaur rolls and white tuna sashimi.,,
lamb chops,1,"The bread and lamb chops I had before the meal were quite good, however.",,
diners,5,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",,
french fare,1,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",,
canned vegetables,1,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,,
main course,1,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",,
kitchen,5,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",,
MSG cooking,5,We thought that this place is using too much of MSG cooking in the foods.,,
lasagnette appetizer,1,Try the lasagnette appetizer.,,
Spicy Scallop roll,1,Make sure you have the Spicy Scallop roll.. .,,
chocolate bread pudding,1,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,,
dinner menu to sit,5,Although be warned their dinner menu to sit and take out prices are different.,,
white sauce,1,"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",,
Fish,1,Fish was overdone.,,
Ambiance,4,Ambiance- relaxed and stylish.,,
Paneer Roll,1,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",,
pad penang,1,Their pad penang is delicious and everything else is fantastic.,,
bagel with lox spread,1,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",,
herb mix,1,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",,
cod,1,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",,
eggplant,1,Try their plain pizza with fresh garlic or eggplant.,,
Dessert,1,"Dessert - can't be missed, so save room!!!",,
pita,1,"we did notice however, that some tables had what looked like pita instead of naan.",,
Rolls,1,"Their sushi, Kamikaze and other Rolls are fresh and well presented.",,
Drinks,1,"Drinks got screwed up, she acted put upon.",,
back waiters,2,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",,
whitefish salad,1,Their whitefish salad is excellent--all whitefish with a little mayo.,,
portion sizes,5,The food is tasty and portion sizes are appropriate.,,
dosas,1,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",,
Frites,1,Frites were delicious if a bit on the thick side.,,
pad thai chicken,1,I ordered the chu chu curry and my friend ordered the pad thai chicken.,,
red curry,1,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",,
Pakistani food,1,Authentic Pakistani food.,,
open faced cheese sandwich,1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,,
italian food,1,Ballato's is consistently delicious authentic italian food.,,
atmorphere,4,I love the atmorphere @ peep!,,
cart attendant,1,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,,
chicken on rice with ginger,1,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",,
Sea Urchin,1,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",,
nigiri,1,I have never before eaten 40 pieces of relatively good nigiri.,,
scallop roll,1,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",,
Sichuan Spicy Soft Shell Crab,1,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",,
Thai ice tea,1,The Thai ice tea was amazingly smooth and yummy!,,
bathroom,5,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",,
reservation sigh,5,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,,
beef,1,I always get the Shabu-Shabu dinner and the beef is always fresh.,,
chicken with portobello mushrooms,1,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",,
blond wood decor,4,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",,
duck confit,1,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,,
Salmon,1,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",,
Taxan,1,Taxan delicious!,,
proprietor,1,The pizza is delicious and the proprietor is one of the nicest in NYC.,,
Blue Point oysters,1,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,,
Filet Mignon,1,"Please try the Filet Mignon, its just the most tender piece ever.",,
trays of Dim Sum,1,They don't walk around with the trays of Dim Sum.,,
fruit of the oil,1,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",,
basil,1,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",,
sushi rolls,1,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,,
appitizers,1,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",,
Saul,1,"Saul is pretty good, but definitely not great.",,
ravioli,1,I had the best ravioli ever.,,
containers,5,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,,
CUISINE,1,IT IS WHAT MODERN CUISINE IS ALL ABOUT.,,
chai,1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",,
Thia food,1,"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",,
cream cheese,1,Good bagels and good cream cheese.,,
lambchops,1,The best thing I tasted were the lambchops.,,
fresh mozzerella slices,1,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,,
live jazz,5,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",,
priced,3,Much more reasonably priced too!,,
backyard dining area,4,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,,
live jazz band,5,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",,
business dinner,5,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",,
waterbugs,5,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,,
prices,3,"Great food at REASONABLE prices, makes for an evening that can't be beat!",,
brunch,1,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",,
teapot,5,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",,
noodle soup dishes,1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,,
bruschetta,1,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",,
prix fixe lunch,1,Dahkin also offers prix fixe lunch and buffet.,,
Go Go Hamburgers,1,"Do not get the Go Go Hamburgers, no matter what the reviews say.",,
sweet basil fried tofu,1,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,,
salad with a delicious dressing,1,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",,
hostess,2,"I have tried to make reservations, but both times, the hostess didn't have my name.",,
crowds,5,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,,
bill,3,The waiters were not attentive except that the bill turned up on the table before we were finished.,,
tastes,5,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",,
value,3,Highly recommend this as great value for excellent sushi and service.,,
glass noodles,1,"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",,
Pork Chops,1,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",,
mimosas,1,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,,
rice congee soup,1,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,,
sea urchin,1,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",,
tea room,4,we decided to eat in tea room which was small and cute.,,
Traditional French decour,1,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,
hot sauce,1,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,
wait staff,2,"The wait staff is friendly, and the food has gotten better and better!",,
stuffing,1,"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",,
aesthetics,4,The aesthetics of this place are like an airport lounge.,,
bathrooms,4,The place's decor and hidden bathrooms made for a good laugh.,,
peanut sauce,1,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,,
Sake,1,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,,
main dishes,1,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",,
sushi,1,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",,
pita bread,1,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",,
coffee,1,The cream cheeses are out of this world and I love that coffee!!,,
garlic mashed potatoes,1,The garlic mashed potatoes are hands down the best in the city!,,
Halibut,1,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",,
sake martini,1,Not too crazy about their sake martini.,,
good,5,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,
atomosphere,4,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",,
ambient,4,Very affordable and excellent ambient!,,
Staffs,2,"Staffs are not that friendly, but the taste covers all.",,
menu choices,5,The menu choices are similar but the taste lacked more flavor than it looked.,,
yellowfun tuna,1,I particularly love their yellowfun tuna and their mussel selection.,,
Fatty Yellow Tail,1,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",,
cuisine,1,He has visited Thailand and is quite expert on the cuisine.,,
pastas,1,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",,
vegetable samosa,1,we split a tasty vegetable samosa and the malai tikka wrap.,,
pork loin,1,"Tasty steak, pork loin, the works.",,
mushroom pizza,1,My friend got the mushroom pizza which tasted better.,,
toaster,1,"But they don't have a toaster, which is strange.",,
waitresses,2,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",,
amount,5,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",,
dress codes,5,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",,
spicy wontons,1,Try the spicy wontons and the salt pepper shrimps.,,
striped bass,1,The food is awesome - definitely try the striped bass.,,
corridor,5,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",,
noodles with ground beef,1,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",,
chicken in curry sauc,1,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,,
plates,1,The food looked very appetizing and delicious since it came on a variety of fancy plates.,,
PRICES,2,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,,
plain pizza,1,Try their plain pizza with fresh garlic or eggplant.,,
tomatoes,1,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,
chicken tikka marsala,1,Prices are higher to dine in and their chicken tikka marsala is quite good.,,
oil,1,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",,
pho,1,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",,
pork buns,1,"Even upon delivery, their juicy pork buns are quite good . .",,
beef cubes,1,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,,
fresh tomato sauce,1,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",,
makhani,1,The makhani was OK --the korma was bland.,,
drink,1,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,,
food portions,1,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",,
dinner meeting,4,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,,
rock shrimp tempura,1,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",,
garlic,1,Try their plain pizza with fresh garlic or eggplant.,,
characters,4,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,,
Roast Chicken,1,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",,
tuna,1,The tuna and wasabe potatoes are excellent.,,
food suggestions,2,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,,
mushroom ravioli,1,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",,
